has_levelled,element_type,is_bipartite,dialect,date,lemma_std,form,inflcat,log_freq
0,Consonant,1,High German,1475,ziehen,geczogen,ppl,12.911148396955392
0,Vowel,1,High German,1475,ziehen,geczogen,ppl,12.911148396955392
0,Consonant,1,High German,1475,verlieren,verloren,ppl,12.774112848225492
0,Vowel,1,High German,1475,verlieren,verloren,ppl,12.774112848225492
0,Consonant,1,High German,1475,ziehen,czoech,PastSgInd3,12.911148396955392
0,Vowel,1,High German,1475,ziehen,czoech,PastSgInd3,12.911148396955392
1,Consonant,1,High German,1475,fliehen,fluhen,PastPlInd3,11.081311434367002
0,Vowel,1,High German,1475,fliehen,fluhen,PastPlInd3,11.081311434367002
0,Consonant,1,High German,1475,fliehen,floch,PastSgInd3,11.081311434367002
0,Vowel,1,High German,1475,fliehen,floch,PastSgInd3,11.081311434367002
0,Consonant,1,High German,1475,ziehen,abcziehen,inf,12.911148396955392
0,Vowel,1,High German,1475,ziehen,abcziehen,inf,12.911148396955392
0,Consonant,1,High German,1475,ziehen,czwgen,PastPlInd3,12.911148396955392
1,Vowel,1,High German,1475,ziehen,czwgen,PastPlInd3,12.911148396955392
0,Consonant,1,High German,1475,ziehen,erczogen,ppl,12.911148396955392
0,Vowel,1,High German,1475,ziehen,erczogen,ppl,12.911148396955392
0,Consonant,1,High German,1475,ziehen,czugen,PastPlInd3,12.911148396955392
0,Vowel,1,High German,1475,ziehen,czugen,PastPlInd3,12.911148396955392
0,Consonant,1,High German,1475,ziehen,erzuege,PastSgInd2,12.911148396955392
0,Vowel,1,High German,1475,ziehen,erzuege,PastSgInd2,12.911148396955392
0,Consonant,1,High German,1475,ziehen,abgeczogen,ppl,12.911148396955392
0,Vowel,1,High German,1475,ziehen,abgeczogen,ppl,12.911148396955392
0,Consonant,1,High German,1475,ziehen,gezogen,ppl,12.911148396955392
0,Vowel,1,High German,1475,ziehen,gezogen,ppl,12.911148396955392
1,Consonant,1,High German,1475,ziehen,zogt,PastSgInd3,12.911148396955392
0,Vowel,1,High German,1475,ziehen,zogt,PastSgInd3,12.911148396955392
0,Consonant,1,High German,1475,ziehen,czucht,PastSgInd3,12.911148396955392
1,Vowel,1,High German,1475,ziehen,czucht,PastSgInd3,12.911148396955392
1,Consonant,1,High German,1475,fliehen,fluchen,PastPlInd3,11.081311434367002
0,Vowel,1,High German,1475,fliehen,fluchen,PastPlInd3,11.081311434367002
0,Consonant,1,High German,1475,ziehen,czugen,PastPlInd3,12.911148396955392
0,Vowel,1,High German,1475,ziehen,czugen,PastPlInd3,12.911148396955392
0,Consonant,1,High German,1475,ziehen,czugenn,PastPlInd3,12.911148396955392
0,Vowel,1,High German,1475,ziehen,czugenn,PastPlInd3,12.911148396955392
0,Consonant,1,High German,1475,ziehen,erzogen,ppl,12.911148396955392
0,Vowel,1,High German,1475,ziehen,erzogen,ppl,12.911148396955392
0,Consonant,1,Low German,1375,ziehen,anthen,inf,12.911148396955392
0,Vowel,1,Low German,1375,ziehen,anthen,inf,12.911148396955392
0,Consonant,1,Low German,1375,kiesen,keset,impPl.2,0.0
0,Vowel,1,Low German,1375,kiesen,keset,impPl.2,0.0
0,Consonant,1,Low German,1375,ziehen,togen,PastPlInd3,12.911148396955392
1,Vowel,1,Low German,1375,ziehen,togen,PastPlInd3,12.911148396955392
0,Consonant,1,Low German,1525,fliehen,vlein,inf,11.081311434367002
0,Vowel,1,Low German,1525,fliehen,vlein,inf,11.081311434367002
0,Consonant,1,Low German,1525,ziehen,vpgetzogen,ppl,12.911148396955392
0,Vowel,1,Low German,1525,ziehen,vpgetzogen,ppl,12.911148396955392
1,Consonant,1,Low German,1525,fliehen,gevluwen,ppl,11.081311434367002
1,Vowel,1,Low German,1525,fliehen,gevluwen,ppl,11.081311434367002
0,Consonant,1,Low German,1525,ziehen,Tzoigen,PastPlInd3,12.911148396955392
1,Vowel,1,Low German,1525,ziehen,Tzoigen,PastPlInd3,12.911148396955392
0,Consonant,1,Low German,1525,ziehen,tzeyn,PresPlInd3,12.911148396955392
0,Vowel,1,Low German,1525,ziehen,tzeyn,PresPlInd3,12.911148396955392
0,Consonant,1,Low German,1525,ziehen,tzogen,PastPlInd3,12.911148396955392
1,Vowel,1,Low German,1525,ziehen,tzogen,PastPlInd3,12.911148396955392
0,Consonant,1,Low German,1525,ziehen,tzoich,PastSgInd3,12.911148396955392
0,Vowel,1,Low German,1525,ziehen,tzoich,PastSgInd3,12.911148396955392
0,Consonant,1,Low German,1525,ziehen,vyssgetzogen,ppl,12.911148396955392
0,Vowel,1,Low German,1525,ziehen,vyssgetzogen,ppl,12.911148396955392
0,Consonant,1,Low German,1525,ziehen,tzoich,PastSgInd3,12.911148396955392
0,Vowel,1,Low German,1525,ziehen,tzoich,PastSgInd3,12.911148396955392
0,Consonant,1,Low German,1525,ziehen,tzogen,PastPlInd3,12.911148396955392
1,Vowel,1,Low German,1525,ziehen,tzogen,PastPlInd3,12.911148396955392
0,Consonant,1,Low German,1525,ziehen,tzogen,PastPlInd3,12.911148396955392
1,Vowel,1,Low German,1525,ziehen,tzogen,PastPlInd3,12.911148396955392
0,Consonant,1,Low German,1525,ziehen,tzoigen,PastPlInd3,12.911148396955392
1,Vowel,1,Low German,1525,ziehen,tzoigen,PastPlInd3,12.911148396955392
0,Consonant,1,Low German,1525,ziehen,durchgetzogen,ppl,12.911148396955392
0,Vowel,1,Low German,1525,ziehen,durchgetzogen,ppl,12.911148396955392
0,Consonant,1,Low German,1525,ziehen,tzoich,PastSgInd3,12.911148396955392
0,Vowel,1,Low German,1525,ziehen,tzoich,PastSgInd3,12.911148396955392
0,Consonant,1,Low German,1525,ziehen,tzogen,PastPlInd3,12.911148396955392
1,Vowel,1,Low German,1525,ziehen,tzogen,PastPlInd3,12.911148396955392
0,Consonant,1,Low German,1525,ziehen,vysstzogen,PastPlInd3,12.911148396955392
1,Vowel,1,Low German,1525,ziehen,vysstzogen,PastPlInd3,12.911148396955392
0,Consonant,1,Low German,1525,ziehen,tzogen,PastPlInd3,12.911148396955392
1,Vowel,1,Low German,1525,ziehen,tzogen,PastPlInd3,12.911148396955392
0,Consonant,1,Low German,1525,ziehen,vpgetzogen,ppl,12.911148396955392
0,Vowel,1,Low German,1525,ziehen,vpgetzogen,ppl,12.911148396955392
1,Consonant,1,Low German,1525,verlieren,verloir,PastSgInd3,12.774112848225492
0,Vowel,1,Low German,1525,verlieren,verloir,PastSgInd3,12.774112848225492
1,Consonant,1,Low German,1525,ziehen,daehyntzeyn,ppl,12.911148396955392
1,Vowel,1,Low German,1525,ziehen,daehyntzeyn,ppl,12.911148396955392
0,Consonant,1,Low German,1525,ziehen,vyssgetzoigen,ppl,12.911148396955392
0,Vowel,1,Low German,1525,ziehen,vyssgetzoigen,ppl,12.911148396955392
0,Consonant,1,Low German,1525,zeihen,vertzyen,inf,7.979681302387741
0,Vowel,1,Low German,1525,zeihen,vertzyen,inf,7.979681302387741
0,Consonant,1,Low German,1525,ziehen,tzogen,PastPlInd3,12.911148396955392
1,Vowel,1,Low German,1525,ziehen,tzogen,PastPlInd3,12.911148396955392
0,Consonant,1,Low German,1525,leihen,verlene,impSg.2,9.387816877106937
0,Vowel,1,Low German,1525,leihen,verlene,impSg.2,9.387816877106937
0,Consonant,1,High German,1475,ziehen,erzogen,ppl,12.911148396955392
0,Vowel,1,High German,1475,ziehen,erzogen,ppl,12.911148396955392
0,Consonant,1,High German,1475,verlieren,verloren,ppl,12.774112848225492
0,Vowel,1,High German,1475,verlieren,verloren,ppl,12.774112848225492
0,Consonant,1,High German,1475,ziehen,czöch,PastSgInd3,12.911148396955392
0,Vowel,1,High German,1475,ziehen,czöch,PastSgInd3,12.911148396955392
1,Consonant,1,High German,1475,fliehen,flühen,PastPlInd3,11.081311434367002
0,Vowel,1,High German,1475,fliehen,flühen,PastPlInd3,11.081311434367002
0,Consonant,1,High German,1475,fliehen,floch,PastSgInd3,11.081311434367002
0,Vowel,1,High German,1475,fliehen,floch,PastSgInd3,11.081311434367002
0,Consonant,1,High German,1475,ziehen,abcziehen,inf,12.911148396955392
0,Vowel,1,High German,1475,ziehen,abcziehen,inf,12.911148396955392
0,Consonant,1,High German,1475,ziehen,zugen,PastPlInd3,12.911148396955392
0,Vowel,1,High German,1475,ziehen,zugen,PastPlInd3,12.911148396955392
0,Consonant,1,High German,1475,ziehen,Erzogen,ppl,12.911148396955392
0,Vowel,1,High German,1475,ziehen,Erzogen,ppl,12.911148396955392
0,Consonant,1,High German,1475,ziehen,zügen,PastPlInd3,12.911148396955392
0,Vowel,1,High German,1475,ziehen,zügen,PastPlInd3,12.911148396955392
0,Consonant,1,High German,1475,ziehen,zoch,PastSgInd1,12.911148396955392
0,Vowel,1,High German,1475,ziehen,zoch,PastSgInd1,12.911148396955392
0,Consonant,1,High German,1475,ziehen,zügen,PastPlInd3,12.911148396955392
0,Vowel,1,High German,1475,ziehen,zügen,PastPlInd3,12.911148396955392
0,Consonant,1,High German,1475,ziehen,erzugte,PastSgInd2,12.911148396955392
0,Vowel,1,High German,1475,ziehen,erzugte,PastSgInd2,12.911148396955392
0,Consonant,1,High German,1475,ziehen,abgezogen,ppl,12.911148396955392
0,Vowel,1,High German,1475,ziehen,abgezogen,ppl,12.911148396955392
0,Consonant,1,Low German,1525,ziehen,erczogen,ppl,12.911148396955392
0,Vowel,1,Low German,1525,ziehen,erczogen,ppl,12.911148396955392
0,Consonant,1,Low German,1525,verlieren,vorlorn,ppl,12.774112848225492
0,Vowel,1,Low German,1525,verlieren,vorlorn,ppl,12.774112848225492
0,Consonant,1,Low German,1525,ziehen,czoch,PastSgInd3,12.911148396955392
0,Vowel,1,Low German,1525,ziehen,czoch,PastSgInd3,12.911148396955392
1,Consonant,1,Low German,1525,fliehen,flohen,PastPlInd3,11.081311434367002
1,Vowel,1,Low German,1525,fliehen,flohen,PastPlInd3,11.081311434367002
0,Consonant,1,Low German,1525,fliehen,floch,PastSgInd3,11.081311434367002
0,Vowel,1,Low German,1525,fliehen,floch,PastSgInd3,11.081311434367002
0,Consonant,1,Low German,1525,ziehen,czogen,PastPlInd3,12.911148396955392
1,Vowel,1,Low German,1525,ziehen,czogen,PastPlInd3,12.911148396955392
0,Consonant,1,Low German,1525,ziehen,erczogen,ppl,12.911148396955392
0,Vowel,1,Low German,1525,ziehen,erczogen,ppl,12.911148396955392
0,Consonant,1,Low German,1525,ziehen,czogen,PastPlInd3,12.911148396955392
1,Vowel,1,Low German,1525,ziehen,czogen,PastPlInd3,12.911148396955392
0,Consonant,1,Low German,1525,ziehen,czogen,PastPlInd3,12.911148396955392
1,Vowel,1,Low German,1525,ziehen,czogen,PastPlInd3,12.911148396955392
0,Consonant,1,Low German,1525,ziehen,czogen,PastPlInd3,12.911148396955392
1,Vowel,1,Low German,1525,ziehen,czogen,PastPlInd3,12.911148396955392
0,Consonant,1,Low German,1525,zeihen,vorcziech,impSg.2,7.979681302387741
0,Vowel,1,Low German,1525,zeihen,vorcziech,impSg.2,7.979681302387741
0,Consonant,1,Low German,1525,ziehen,erczogen,ppl,12.911148396955392
0,Vowel,1,Low German,1525,ziehen,erczogen,ppl,12.911148396955392
0,Consonant,1,Low German,1525,ziehen,erczogen,ppl,12.911148396955392
0,Vowel,1,Low German,1525,ziehen,erczogen,ppl,12.911148396955392
1,Consonant,1,Low German,1525,verlieren,vorlor,PastSgInd3,12.774112848225492
0,Vowel,1,Low German,1525,verlieren,vorlor,PastSgInd3,12.774112848225492
1,Consonant,1,Low German,1525,fliehen,geflohen,ppl,11.081311434367002
0,Vowel,1,Low German,1525,fliehen,geflohen,ppl,11.081311434367002
0,Consonant,1,Low German,1525,verlieren,vorloren,ppl,12.774112848225492
0,Vowel,1,Low German,1525,verlieren,vorloren,ppl,12.774112848225492
1,Consonant,1,Low German,1525,verlieren,vorleren,inf,12.774112848225492
0,Vowel,1,Low German,1525,verlieren,vorleren,inf,12.774112848225492
1,Consonant,1,Low German,1525,ziehen,entczuhe,impSg.2,12.911148396955392
0,Vowel,1,Low German,1525,ziehen,entczuhe,impSg.2,12.911148396955392
0,Consonant,1,Upper German,1475,ziehen,ertzogen,ppl,12.911148396955392
0,Vowel,1,Upper German,1475,ziehen,ertzogen,ppl,12.911148396955392
0,Consonant,1,Upper German,1475,verlieren,verloren,ppl,12.774112848225492
0,Vowel,1,Upper German,1475,verlieren,verloren,ppl,12.774112848225492
0,Consonant,1,Upper German,1475,ziehen,zoch,PastSgInd3,12.911148396955392
0,Vowel,1,Upper German,1475,ziehen,zoch,PastSgInd3,12.911148396955392
1,Consonant,1,Upper German,1475,fliehen,fluhen,PastPlInd3,11.081311434367002
0,Vowel,1,Upper German,1475,fliehen,fluhen,PastPlInd3,11.081311434367002
0,Consonant,1,Upper German,1475,fliehen,floch,PastSgInd3,11.081311434367002
0,Vowel,1,Upper German,1475,fliehen,floch,PastSgInd3,11.081311434367002
0,Consonant,1,Upper German,1475,ziehen,ertzogen,ppl,12.911148396955392
0,Vowel,1,Upper German,1475,ziehen,ertzogen,ppl,12.911148396955392
0,Consonant,1,Upper German,1475,ziehen,zugen,PastPlInd3,12.911148396955392
0,Vowel,1,Upper German,1475,ziehen,zugen,PastPlInd3,12.911148396955392
0,Consonant,1,Upper German,1475,ziehen,zoche,PastSgInd1,12.911148396955392
0,Vowel,1,Upper German,1475,ziehen,zoche,PastSgInd1,12.911148396955392
0,Consonant,1,Upper German,1475,ziehen,zugen,PastPlInd3,12.911148396955392
0,Vowel,1,Upper German,1475,ziehen,zugen,PastPlInd3,12.911148396955392
0,Consonant,1,Upper German,1475,ziehen,zugen,PastPlInd3,12.911148396955392
0,Vowel,1,Upper German,1475,ziehen,zugen,PastPlInd3,12.911148396955392
0,Consonant,1,Upper German,1475,ziehen,ertzugest,PastSgInd2,12.911148396955392
0,Vowel,1,Upper German,1475,ziehen,ertzugest,PastSgInd2,12.911148396955392
0,Consonant,1,Upper German,1475,ziehen,abgetzogen,ppl,12.911148396955392
0,Vowel,1,Upper German,1475,ziehen,abgetzogen,ppl,12.911148396955392
0,Consonant,1,Upper German,1475,ziehen,erzogen,ppl,12.911148396955392
0,Vowel,1,Upper German,1475,ziehen,erzogen,ppl,12.911148396955392
0,Consonant,1,Upper German,1475,verlieren,verlorn,ppl,12.774112848225492
0,Vowel,1,Upper German,1475,verlieren,verlorn,ppl,12.774112848225492
0,Consonant,1,Upper German,1475,fliehen,floch,PastSgInd3,11.081311434367002
0,Vowel,1,Upper German,1475,fliehen,floch,PastSgInd3,11.081311434367002
0,Consonant,1,Upper German,1475,ziehen,abziehen,inf,12.911148396955392
0,Vowel,1,Upper German,1475,ziehen,abziehen,inf,12.911148396955392
0,Consonant,1,Upper German,1475,ziehen,zugen,PastPlInd3,12.911148396955392
0,Vowel,1,Upper German,1475,ziehen,zugen,PastPlInd3,12.911148396955392
0,Consonant,1,Upper German,1475,ziehen,erzogen,ppl,12.911148396955392
0,Vowel,1,Upper German,1475,ziehen,erzogen,ppl,12.911148396955392
0,Consonant,1,Upper German,1475,ziehen,zugen,PastPlInd3,12.911148396955392
0,Vowel,1,Upper German,1475,ziehen,zugen,PastPlInd3,12.911148396955392
0,Consonant,1,Upper German,1475,ziehen,zoech,PastSgInd1,12.911148396955392
0,Vowel,1,Upper German,1475,ziehen,zoech,PastSgInd1,12.911148396955392
0,Consonant,1,Upper German,1475,ziehen,zugen,PastPlInd3,12.911148396955392
0,Vowel,1,Upper German,1475,ziehen,zugen,PastPlInd3,12.911148396955392
1,Consonant,1,Upper German,1475,fliehen,geflochen,ppl,11.081311434367002
0,Vowel,1,Upper German,1475,fliehen,geflochen,ppl,11.081311434367002
0,Consonant,1,Upper German,1475,ziehen,abgezogen,ppl,12.911148396955392
0,Vowel,1,Upper German,1475,ziehen,abgezogen,ppl,12.911148396955392
0,Consonant,1,High German,1475,ziehen,erczogen,ppl,12.911148396955392
0,Vowel,1,High German,1475,ziehen,erczogen,ppl,12.911148396955392
1,Consonant,1,High German,1475,ziehen,czogt,PastSgInd3,12.911148396955392
0,Vowel,1,High German,1475,ziehen,czogt,PastSgInd3,12.911148396955392
1,Consonant,1,High German,1475,fliehen,fluehen,PastPlInd3,11.081311434367002
0,Vowel,1,High German,1475,fliehen,fluehen,PastPlInd3,11.081311434367002
0,Consonant,1,High German,1475,verlieren,verloren,ppl,12.774112848225492
0,Vowel,1,High German,1475,verlieren,verloren,ppl,12.774112848225492
0,Consonant,1,High German,1475,ziehen,czugen,PastPlInd3,12.911148396955392
0,Vowel,1,High German,1475,ziehen,czugen,PastPlInd3,12.911148396955392
0,Consonant,1,High German,1475,ziehen,czeczogen,ppl,12.911148396955392
0,Vowel,1,High German,1475,ziehen,czeczogen,ppl,12.911148396955392
0,Consonant,1,High German,1375,ziehen,gezogen,ppl,12.911148396955392
0,Vowel,1,High German,1375,ziehen,gezogen,ppl,12.911148396955392
0,Consonant,1,High German,1375,verlieren,verlorn,ppl,12.774112848225492
0,Vowel,1,High German,1375,verlieren,verlorn,ppl,12.774112848225492
0,Consonant,1,High German,1375,ziehen,zoch,PastSgInd3,12.911148396955392
0,Vowel,1,High German,1375,ziehen,zoch,PastSgInd3,12.911148396955392
1,Consonant,1,High German,1375,fliehen,fluchen,PastPlInd3,11.081311434367002
0,Vowel,1,High German,1375,fliehen,fluchen,PastPlInd3,11.081311434367002
0,Consonant,1,High German,1375,fliehen,floch,PastSgInd3,11.081311434367002
0,Vowel,1,High German,1375,fliehen,floch,PastSgInd3,11.081311434367002
0,Consonant,1,High German,1375,ziehen,abziehen,inf,12.911148396955392
0,Vowel,1,High German,1375,ziehen,abziehen,inf,12.911148396955392
0,Consonant,1,High German,1375,ziehen,zugen,PastPlInd3,12.911148396955392
0,Vowel,1,High German,1375,ziehen,zugen,PastPlInd3,12.911148396955392
0,Consonant,1,High German,1375,ziehen,erzogen,ppl,12.911148396955392
0,Vowel,1,High German,1375,ziehen,erzogen,ppl,12.911148396955392
0,Consonant,1,High German,1375,ziehen,zvgen,PastPlInd3,12.911148396955392
1,Vowel,1,High German,1375,ziehen,zvgen,PastPlInd3,12.911148396955392
0,Consonant,1,High German,1375,ziehen,zoech,PastSgInd1,12.911148396955392
0,Vowel,1,High German,1375,ziehen,zoech,PastSgInd1,12.911148396955392
0,Consonant,1,High German,1375,ziehen,zugen,PastPlInd3,12.911148396955392
0,Vowel,1,High German,1375,ziehen,zugen,PastPlInd3,12.911148396955392
0,Consonant,1,High German,1375,ziehen,erzugde,PastSgInd2,12.911148396955392
0,Vowel,1,High German,1375,ziehen,erzugde,PastSgInd2,12.911148396955392
0,Consonant,1,High German,1375,ziehen,abgezogen,ppl,12.911148396955392
0,Vowel,1,High German,1375,ziehen,abgezogen,ppl,12.911148396955392
0,Consonant,1,Upper German,1475,fliehen,floch,PastSgInd3,11.081311434367002
0,Vowel,1,Upper German,1475,fliehen,floch,PastSgInd3,11.081311434367002
0,Consonant,1,High German,1475,ziehen,erczogen,ppl,12.911148396955392
0,Vowel,1,High German,1475,ziehen,erczogen,ppl,12.911148396955392
0,Consonant,1,High German,1475,verlieren,verloren,ppl,12.774112848225492
0,Vowel,1,High German,1475,verlieren,verloren,ppl,12.774112848225492
0,Consonant,1,High German,1475,ziehen,zoch,PastSgInd3,12.911148396955392
0,Vowel,1,High German,1475,ziehen,zoch,PastSgInd3,12.911148396955392
1,Consonant,1,High German,1475,fliehen,fluhen,PastPlInd3,11.081311434367002
0,Vowel,1,High German,1475,fliehen,fluhen,PastPlInd3,11.081311434367002
0,Consonant,1,High German,1475,fliehen,floch,PastSgInd3,11.081311434367002
0,Vowel,1,High German,1475,fliehen,floch,PastSgInd3,11.081311434367002
0,Consonant,1,High German,1475,ziehen,zihet,PresPlInd2,12.911148396955392
0,Vowel,1,High German,1475,ziehen,zihet,PresPlInd2,12.911148396955392
1,Consonant,1,High German,1475,ziehen,auszczihen,inf,12.911148396955392
0,Vowel,1,High German,1475,ziehen,auszczihen,inf,12.911148396955392
0,Consonant,1,High German,1475,ziehen,czugen,PastPlInd3,12.911148396955392
0,Vowel,1,High German,1475,ziehen,czugen,PastPlInd3,12.911148396955392
0,Consonant,1,High German,1475,ziehen,erczogen,ppl,12.911148396955392
0,Vowel,1,High German,1475,ziehen,erczogen,ppl,12.911148396955392
0,Consonant,1,High German,1475,ziehen,czugen,PastPlInd3,12.911148396955392
0,Vowel,1,High German,1475,ziehen,czugen,PastPlInd3,12.911148396955392
0,Consonant,1,High German,1475,ziehen,czoch,PastSgInd1,12.911148396955392
0,Vowel,1,High German,1475,ziehen,czoch,PastSgInd1,12.911148396955392
0,Consonant,1,High German,1475,ziehen,erzügt,PastSgInd2,12.911148396955392
0,Vowel,1,High German,1475,ziehen,erzügt,PastSgInd2,12.911148396955392
0,Consonant,1,High German,1475,ziehen,abgeczogen,ppl,12.911148396955392
0,Vowel,1,High German,1475,ziehen,abgeczogen,ppl,12.911148396955392
0,Consonant,1,High German,1475,ziehen,ertzogen,ppl,12.911148396955392
0,Vowel,1,High German,1475,ziehen,ertzogen,ppl,12.911148396955392
1,Consonant,1,High German,1475,ziehen,zog,PastSgInd3,12.911148396955392
0,Vowel,1,High German,1475,ziehen,zog,PastSgInd3,12.911148396955392
1,Consonant,1,High German,1475,fliehen,fluhen,PastPlInd3,11.081311434367002
0,Vowel,1,High German,1475,fliehen,fluhen,PastPlInd3,11.081311434367002
0,Consonant,1,High German,1475,ziehen,zugen,PastPlInd3,12.911148396955392
0,Vowel,1,High German,1475,ziehen,zugen,PastPlInd3,12.911148396955392
0,Consonant,1,High German,1475,ziehen,zugen,PastPlInd3,12.911148396955392
0,Vowel,1,High German,1475,ziehen,zugen,PastPlInd3,12.911148396955392
0,Consonant,1,High German,1475,ziehen,zugen,PastPlInd3,12.911148396955392
0,Vowel,1,High German,1475,ziehen,zugen,PastPlInd3,12.911148396955392
0,Consonant,1,High German,1475,verlieren,vorlorn,ppl,12.774112848225492
0,Vowel,1,High German,1475,verlieren,vorlorn,ppl,12.774112848225492
1,Consonant,1,High German,1475,verlieren,iubilire,impSg.2,12.774112848225492
1,Vowel,1,High German,1475,verlieren,iubilire,impSg.2,12.774112848225492
0,Consonant,1,High German,1475,ziehen,czoch,PastSgInd3,12.911148396955392
0,Vowel,1,High German,1475,ziehen,czoch,PastSgInd3,12.911148396955392
0,Consonant,1,High German,1475,ziehen,czuch,PastSgInd3,12.911148396955392
1,Vowel,1,High German,1475,ziehen,czuch,PastSgInd3,12.911148396955392
0,Consonant,1,High German,1475,ziehen,czin,inf,12.911148396955392
0,Vowel,1,High German,1475,ziehen,czin,inf,12.911148396955392
0,Consonant,1,High German,1475,fliehen,fluch,impSg.2,11.081311434367002
0,Vowel,1,High German,1475,fliehen,fluch,impSg.2,11.081311434367002
0,Consonant,1,High German,1475,ziehen,czuch,PastSgInd3,12.911148396955392
1,Vowel,1,High German,1475,ziehen,czuch,PastSgInd3,12.911148396955392
0,Consonant,1,High German,1475,fliehen,vlogin,PastPlInd3,11.081311434367002
1,Vowel,1,High German,1475,fliehen,vlogin,PastPlInd3,11.081311434367002
0,Consonant,1,High German,1475,ziehen,zogen,PastPlInd3,12.911148396955392
1,Vowel,1,High German,1475,ziehen,zogen,PastPlInd3,12.911148396955392
0,Consonant,1,High German,1475,verlieren,vurlorn,ppl,12.774112848225492
0,Vowel,1,High German,1475,verlieren,vurlorn,ppl,12.774112848225492
1,Consonant,1,High German,1475,ziehen,cziget,PresSgInd3,12.911148396955392
1,Vowel,1,High German,1475,ziehen,cziget,PresSgInd3,12.911148396955392
0,Consonant,1,High German,1475,kiesen,kyset,impPl.2,0.0
0,Vowel,1,High German,1475,kiesen,kyset,impPl.2,0.0
0,Consonant,1,High German,1475,ziehen,czugen,PastPlInd3,12.911148396955392
0,Vowel,1,High German,1475,ziehen,czugen,PastPlInd3,12.911148396955392
1,Consonant,1,High German,1475,leihen,vurlegin,inf,9.387816877106937
0,Vowel,1,High German,1475,leihen,vurlegin,inf,9.387816877106937
0,Consonant,1,High German,1475,ziehen,czogin,PastPlInd3,12.911148396955392
1,Vowel,1,High German,1475,ziehen,czogin,PastPlInd3,12.911148396955392
0,Consonant,1,High German,1475,ziehen,czogin,PastPlInd3,12.911148396955392
1,Vowel,1,High German,1475,ziehen,czogin,PastPlInd3,12.911148396955392
0,Consonant,1,High German,1475,ziehen,czogin,PastPlInd3,12.911148396955392
1,Vowel,1,High German,1475,ziehen,czogin,PastPlInd3,12.911148396955392
0,Consonant,1,High German,1475,ziehen,erzogen,ppl,12.911148396955392
0,Vowel,1,High German,1475,ziehen,erzogen,ppl,12.911148396955392
0,Consonant,1,High German,1475,verlieren,verlorn,ppl,12.774112848225492
0,Vowel,1,High German,1475,verlieren,verlorn,ppl,12.774112848225492
0,Consonant,1,High German,1475,ziehen,zoch,PastSgInd3,12.911148396955392
0,Vowel,1,High German,1475,ziehen,zoch,PastSgInd3,12.911148396955392
1,Consonant,1,High German,1475,fliehen,fluchent,PastPlInd3,11.081311434367002
0,Vowel,1,High German,1475,fliehen,fluchent,PastPlInd3,11.081311434367002
0,Consonant,1,High German,1475,fliehen,floch,PastSgInd3,11.081311434367002
0,Vowel,1,High German,1475,fliehen,floch,PastSgInd3,11.081311434367002
0,Consonant,1,High German,1475,ziehen,vssziechen,inf,12.911148396955392
0,Vowel,1,High German,1475,ziehen,vssziechen,inf,12.911148396955392
0,Consonant,1,High German,1475,ziehen,erzogen,ppl,12.911148396955392
0,Vowel,1,High German,1475,ziehen,erzogen,ppl,12.911148396955392
0,Consonant,1,High German,1475,ziehen,zugend,PastPlInd3,12.911148396955392
0,Vowel,1,High German,1475,ziehen,zugend,PastPlInd3,12.911148396955392
0,Consonant,1,High German,1475,ziehen,zoch,PastSgInd1,12.911148396955392
0,Vowel,1,High German,1475,ziehen,zoch,PastSgInd1,12.911148396955392
0,Consonant,1,High German,1475,ziehen,zvgend,PastPlInd3,12.911148396955392
1,Vowel,1,High German,1475,ziehen,zvgend,PastPlInd3,12.911148396955392
0,Consonant,1,High German,1475,ziehen,zvgend,PastPlInd3,12.911148396955392
1,Vowel,1,High German,1475,ziehen,zvgend,PastPlInd3,12.911148396955392
1,Consonant,1,High German,1475,ziehen,zucht,PastSgInd2,12.911148396955392
0,Vowel,1,High German,1475,ziehen,zucht,PastSgInd2,12.911148396955392
1,Consonant,1,High German,1475,fliehen,geflohen,ppl,11.081311434367002
0,Vowel,1,High German,1475,fliehen,geflohen,ppl,11.081311434367002
0,Consonant,1,Low German,1475,fliehen,entvlen,inf,11.081311434367002
1,Vowel,1,Low German,1475,fliehen,entvlen,inf,11.081311434367002
0,Consonant,1,Low German,1475,ziehen,vpghetaghen,ppl,12.911148396955392
1,Vowel,1,Low German,1475,ziehen,vpghetaghen,ppl,12.911148396955392
0,Consonant,1,Low German,1475,ziehen,toch,PastSgInd3,12.911148396955392
0,Vowel,1,Low German,1475,ziehen,toch,PastSgInd3,12.911148396955392
0,Consonant,1,High German,1525,ziehen,erczogen,ppl,12.911148396955392
0,Vowel,1,High German,1525,ziehen,erczogen,ppl,12.911148396955392
1,Consonant,1,High German,1525,ziehen,zogt,PastSgInd3,12.911148396955392
0,Vowel,1,High German,1525,ziehen,zogt,PastSgInd3,12.911148396955392
0,Consonant,1,High German,1525,verlieren,verloren,ppl,12.774112848225492
0,Vowel,1,High German,1525,verlieren,verloren,ppl,12.774112848225492
0,Consonant,1,High German,1525,ziehen,czuogen,PastPlInd3,12.911148396955392
1,Vowel,1,High German,1525,ziehen,czuogen,PastPlInd3,12.911148396955392
0,Consonant,1,High German,1525,ziehen,gezogen,ppl,12.911148396955392
0,Vowel,1,High German,1525,ziehen,gezogen,ppl,12.911148396955392
